Name,id,display_name,works_api_url,h_index,works_count,country_code
mahnaz roshanaei,https://openalex.org/A5019800917,Mahnaz Roshanaei,https://api.openalex.org/works?filter=author.id:A5019800917,8.0,17.0,US
rezvaneh rezapour,https://openalex.org/A5012092057,Rezvaneh Rezapour,https://api.openalex.org/works?filter=author.id:A5012092057,8.0,66.0,
magy el-nasr,https://openalex.org/A5087676774,Magy Seif El‐Nasr,https://api.openalex.org/works?filter=author.id:A5087676774,32.0,268.0,US
kenji yokotani,https://openalex.org/A5102845677,Kenji Yokotani,https://api.openalex.org/works?filter=author.id:A5102845677,6.0,30.0,
nobuhito abe,https://openalex.org/A5074372343,Nobuhito Abe,https://api.openalex.org/works?filter=author.id:A5074372343,28.0,158.0,JP
masahiro takamura,https://openalex.org/A5031344663,Masahiro Takamura,https://api.openalex.org/works?filter=author.id:A5031344663,25.0,112.0,JP
connor thomas jerzak,https://openalex.org/A5026867670,Connor Jerzak,https://api.openalex.org/works?filter=author.id:A5026867670,5.0,509.0,SE
david broska,https://openalex.org/A5106657157,David Broska,https://api.openalex.org/works?filter=author.id:A5106657157,2.0,5.0,US
austin van loon,https://openalex.org/A5008773289,Jan G. Voelkel,https://api.openalex.org/works?filter=author.id:A5008773289,20.0,76.0,US
michael howes,https://openalex.org/A5027282576,Michael Howes,https://api.openalex.org/works?filter=author.id:A5027282576,31.0,258.0,US
elizaveta sivak,https://openalex.org/A5084918963,Елизавета Сивак,https://api.openalex.org/works?filter=author.id:A5084918963,10.0,52.0,
gert stulp,https://openalex.org/A5086908160,Gert Stulp,https://api.openalex.org/works?filter=author.id:A5086908160,30.0,119.0,NL
dagoberto quevedo,https://openalex.org/A5001533723,Dagoberto R. Quevedo-Orozco,https://api.openalex.org/works?filter=author.id:A5001533723,2.0,2.0,MX
diego donoso,https://openalex.org/A5030344964,Diego José Donoso Vargas,https://api.openalex.org/works?filter=author.id:A5030344964,2.0,10.0,EC
roberto gillmore,https://openalex.org/A5030056138,Roberto Gillmore,https://api.openalex.org/works?filter=author.id:A5030056138,1.0,3.0,US
josh nguyen,https://openalex.org/A5060903289,Josh Nguyen,https://api.openalex.org/works?filter=author.id:A5060903289,4.0,14.0,AU
mark e. whiting,https://openalex.org/A5051619063,Mark E. Cohen,https://api.openalex.org/works?filter=author.id:A5051619063,57.0,331.0,US
neele engelmann,https://openalex.org/A5059611597,Neele Engelmann,https://api.openalex.org/works?filter=author.id:A5059611597,6.0,20.0,
lara kirfel,https://openalex.org/A5065284861,Lara Kirfel,https://api.openalex.org/works?filter=author.id:A5065284861,9.0,26.0,DE
raluca rilla,https://openalex.org/A5117445889,Raluca Rilla,https://api.openalex.org/works?filter=author.id:A5117445889,2.0,5.0,US
yelena mejova,https://openalex.org/A5041808447,Yelena Mejova,https://api.openalex.org/works?filter=author.id:A5041808447,23.0,157.0,IT
ronald e. robertson,https://openalex.org/A5073774344,Ronald E. Robertson,https://api.openalex.org/works?filter=author.id:A5073774344,18.0,56.0,US
sarah mcketta,https://openalex.org/A5045847972,Sarah McKetta,https://api.openalex.org/works?filter=author.id:A5045847972,20.0,64.0,US
catherine a. gimbrone,https://openalex.org/A5078459283,Catherine Gimbrone,https://api.openalex.org/works?filter=author.id:A5078459283,11.0,28.0,US
byunghwee lee,https://openalex.org/A5039707142,Byunghwee Lee,https://api.openalex.org/works?filter=author.id:A5039707142,4.0,16.0,US
sangyeon kim,https://openalex.org/A5083807006,Sangyeon Kim,https://api.openalex.org/works?filter=author.id:A5083807006,11.0,49.0,KR
filippo menczer,https://openalex.org/A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,69.0,660.0,US
yong-yeol ahn,https://openalex.org/A5059236838,Yong‐Yeol Ahn,https://api.openalex.org/works?filter=author.id:A5059236838,41.0,234.0,US
haewoon kwak,https://openalex.org/A5061923992,Haewoon Kwak,https://api.openalex.org/works?filter=author.id:A5061923992,41.0,205.0,US
jisun an,https://openalex.org/A5084955495,Jisun An,https://api.openalex.org/works?filter=author.id:A5084955495,32.0,184.0,CN
xudong tang,https://openalex.org/A5071329338,Xudong Tang,https://api.openalex.org/works?filter=author.id:A5071329338,28.0,175.0,CN
matthew groh,https://openalex.org/A5042355795,Matthew Groh,https://api.openalex.org/works?filter=author.id:A5042355795,17.0,71.0,US
angelina voggenreiter,https://openalex.org/A5033400036,Angelina Voggenreiter,https://api.openalex.org/works?filter=author.id:A5033400036,2.0,5.0,DE
emoke-agnes horvat,https://openalex.org/A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,15.0,72.0,US
tobias werner,https://openalex.org/A5024215194,Tobias Werner,https://api.openalex.org/works?filter=author.id:A5024215194,34.0,122.0,DE
emilio calvano,https://openalex.org/A5030092162,Emilio Calvano,https://api.openalex.org/works?filter=author.id:A5030092162,19.0,46.0,
david c. parkes,https://openalex.org/A5086173064,David C. Parkes,https://api.openalex.org/works?filter=author.id:A5086173064,59.0,485.0,US
nadezhda ozornina,https://openalex.org/A5038292442,Nadezhda Ozornina,https://api.openalex.org/works?filter=author.id:A5038292442,3.0,4.0,
tina law,https://openalex.org/A5003680815,Tina Law,https://api.openalex.org/works?filter=author.id:A5003680815,6.0,23.0,AU
elizabeth roberto,https://openalex.org/A5047340885,Wendy S. Post,https://api.openalex.org/works?filter=author.id:A5047340885,103.0,916.0,US
matias piqueras,https://openalex.org/A5111264644,Matías Piqueras,https://api.openalex.org/works?filter=author.id:A5111264644,1.0,3.0,SE
alexandra segerberg,https://openalex.org/A5054478253,Alexandra Segerberg,https://api.openalex.org/works?filter=author.id:A5054478253,14.0,38.0,SE
matteo magnani,https://openalex.org/A5018392096,Matteo Magnani,https://api.openalex.org/works?filter=author.id:A5018392096,28.0,194.0,SE
lucas spierenburg,https://openalex.org/A5061130912,Lucas Spierenburg,https://api.openalex.org/works?filter=author.id:A5061130912,3.0,10.0,NL
sander van cranenburgh,https://openalex.org/A5049825776,Sander van Cranenburgh,https://api.openalex.org/works?filter=author.id:A5049825776,19.0,112.0,NL
oded cats,https://openalex.org/A5058766860,Oded Cats,https://api.openalex.org/works?filter=author.id:A5058766860,56.0,431.0,SE
juan sebastian olier,https://openalex.org/A5082133511,Juan Sebastián Olier,https://api.openalex.org/works?filter=author.id:A5082133511,6.0,13.0,NL
camilla spadavecchia,https://openalex.org/A5077212850,Camilla Spadavecchia,https://api.openalex.org/works?filter=author.id:A5077212850,4.0,8.0,NL
evey jiaxin huang,https://openalex.org/A5048372184,Evey Jiaxin Huang,https://api.openalex.org/works?filter=author.id:A5048372184,4.0,7.0,US
daniel abrams,https://openalex.org/A5086653394,Daniel M. Abrams,https://api.openalex.org/works?filter=author.id:A5086653394,23.0,114.0,US
brian uzzi,https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,51.0,191.0,US
arthur thomas edward capozzi lupi,https://openalex.org/A5031186443,Arthur Capozzi,https://api.openalex.org/works?filter=author.id:A5031186443,3.0,14.0,IT
corrado monti,https://openalex.org/A5002012048,Corrado Monti,https://api.openalex.org/works?filter=author.id:A5002012048,13.0,56.0,IT
gianmarco de francisci morales,https://openalex.org/A5041680508,Gianmarco De Francisci Morales,https://api.openalex.org/works?filter=author.id:A5041680508,26.0,175.0,IT
ceren budak,https://openalex.org/A5086827245,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5086827245,22.0,108.0,US
bruno gabriel salvador casara,https://openalex.org/A5070806741,Bruno Gabriel Salvador Casara,https://api.openalex.org/works?filter=author.id:A5070806741,11.0,37.0,IT
anne maass,https://openalex.org/A5037013778,Anne Maass,https://api.openalex.org/works?filter=author.id:A5037013778,53.0,202.0,AE
bedoor alshebli,https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,14.0,37.0,AE
elliot e. pickens,https://openalex.org/A5084148692,Elliot E. Pickens,https://api.openalex.org/works?filter=author.id:A5084148692,1.0,2.0,
alexandria leto,https://openalex.org/A5093992721,Alexandria Leto,https://api.openalex.org/works?filter=author.id:A5093992721,1.0,4.0,
maria leonor pacheco,https://openalex.org/A5005560875,María Leonor Pacheco,https://api.openalex.org/works?filter=author.id:A5005560875,8.0,40.0,US
baird howland,https://openalex.org/A5033543507,Baird Howland,https://api.openalex.org/works?filter=author.id:A5033543507,5.0,6.0,US
marion fourcade,https://openalex.org/A5064154638,Marion Fourcade,https://api.openalex.org/works?filter=author.id:A5064154638,31.0,113.0,US
david harding,https://openalex.org/A5102860548,David J. Harding,https://api.openalex.org/works?filter=author.id:A5102860548,42.0,416.0,US
björn ross,https://openalex.org/A5023817571,Björn Roß,https://api.openalex.org/works?filter=author.id:A5023817571,20.0,79.0,GB
reed orchinik,https://openalex.org/A5015843011,Reed Orchinik,https://api.openalex.org/works?filter=author.id:A5015843011,4.0,20.0,US
stephan lewandowsky,https://openalex.org/A5017914184,Stephan Lewandowsky,https://api.openalex.org/works?filter=author.id:A5017914184,94.0,664.0,DE
eckehard olbrich,https://openalex.org/A5074755166,Eckehard Olbrich,https://api.openalex.org/works?filter=author.id:A5074755166,23.0,109.0,DE
armin pournaki,https://openalex.org/A5080502439,Armin Pournaki,https://api.openalex.org/works?filter=author.id:A5080502439,4.0,24.0,FR
hans-joachim voth,https://openalex.org/A5064565742,Hans‐Joachim Voth,https://api.openalex.org/works?filter=author.id:A5064565742,43.0,299.0,CH
vasiliki fouka,https://openalex.org/A5045475903,Vasiliki Fouka,https://api.openalex.org/works?filter=author.id:A5045475903,16.0,131.0,US
pedro ramaciotti morales,https://openalex.org/A5032431129,Pedro Ramaciotti Morales,https://api.openalex.org/works?filter=author.id:A5032431129,9.0,77.0,FR
yufan guo,https://openalex.org/A5103324245,Yufan Guo,https://api.openalex.org/works?filter=author.id:A5103324245,26.0,127.0,CN
yilang peng,https://openalex.org/A5112752610,Yilang Peng,https://api.openalex.org/works?filter=author.id:A5112752610,16.0,38.0,US
tian yang,https://openalex.org/A5065295188,Yang Tian,https://api.openalex.org/works?filter=author.id:A5065295188,69.0,493.0,CN
fredrik jansson,https://openalex.org/A5040642674,Sekar Kathiresan,https://api.openalex.org/works?filter=author.id:A5040642674,77.0,223.0,US
laia castro herrero,https://openalex.org/A5002715752,Laia Castro,https://api.openalex.org/works?filter=author.id:A5002715752,15.0,43.0,ES
yuan zhang,https://openalex.org/A5100368754,Yuan Zhang,https://api.openalex.org/works?filter=author.id:A5100368754,71.0,487.0,CN
frank esser,https://openalex.org/A5042787477,Frank Esser,https://api.openalex.org/works?filter=author.id:A5042787477,56.0,300.0,CH
jihye park,https://openalex.org/A5025102458,Youjae Yi,https://api.openalex.org/works?filter=author.id:A5025102458,46.0,234.0,KR
michael amsler,https://openalex.org/A5068309731,A. Hinzmann,https://api.openalex.org/works?filter=author.id:A5068309731,137.0,1803.0,DE
julia schulte-cloos,https://openalex.org/A5075306992,Julia Schulte-Cloos,https://api.openalex.org/works?filter=author.id:A5075306992,10.0,89.0,DE
daniel bischof,https://openalex.org/A5040856457,Gregory E. Crawford,https://api.openalex.org/works?filter=author.id:A5040856457,90.0,288.0,US
roman senninger,https://openalex.org/A5067897386,Roman Senninger,https://api.openalex.org/works?filter=author.id:A5067897386,12.0,96.0,DK
do won kim,https://openalex.org/A5100321802,Seong‐Jin Kim,https://api.openalex.org/works?filter=author.id:A5100321802,52.0,465.0,KR
bao tran truong,https://openalex.org/A5090414289,Bao Tran Truong,https://api.openalex.org/works?filter=author.id:A5090414289,7.0,18.0,
ozgur can seckin,https://openalex.org/A5056041083,Ozgur Can Seckin,https://api.openalex.org/works?filter=author.id:A5056041083,3.0,10.0,US
saumya bhadani,https://openalex.org/A5089504371,Saumya Bhadani,https://api.openalex.org/works?filter=author.id:A5089504371,5.0,6.0,US
peter steiglechner,https://openalex.org/A5075208096,Peter Steiglechner,https://api.openalex.org/works?filter=author.id:A5075208096,3.0,17.0,DE
paul e. smaldino,https://openalex.org/A5020901777,Paul E. Smaldino,https://api.openalex.org/works?filter=author.id:A5020901777,32.0,202.0,US
agostino merico,https://openalex.org/A5067493080,Agostino Merico,https://api.openalex.org/works?filter=author.id:A5067493080,34.0,93.0,DE
cathy digennaro,https://openalex.org/A5120298484,Cathy DiGennaro,https://api.openalex.org/works?filter=author.id:A5120298484,0.0,1.0,US
vicky chuqiao yang,https://openalex.org/A5049240073,Vicky Chuqiao Yang,https://api.openalex.org/works?filter=author.id:A5049240073,8.0,45.0,JP
antoine vendeville,https://openalex.org/A5015651100,Antoine Vendeville,https://api.openalex.org/works?filter=author.id:A5015651100,4.0,21.0,FR
jimena royo-letelier,https://openalex.org/A5073972555,Jimena Royo-Letelier,https://api.openalex.org/works?filter=author.id:A5073972555,6.0,10.0,
duncan cassells,https://openalex.org/A5014243814,Benjamin Ooghe-Tabanou,https://api.openalex.org/works?filter=author.id:A5014243814,6.0,65.0,FR
jean-philippe cointet,https://openalex.org/A5013145810,Jean‐Philippe Cointet,https://api.openalex.org/works?filter=author.id:A5013145810,20.0,161.0,FR
maxime crépel,https://openalex.org/A5038676026,Maxime Crépel,https://api.openalex.org/works?filter=author.id:A5038676026,22.0,154.0,FR
tim faverjon,https://openalex.org/A5093587867,Duncan Cassells,https://api.openalex.org/works?filter=author.id:A5093587867,1.0,5.0,FR
théophile lenoir,https://openalex.org/A5102167637,Hiroki Yamashita,https://api.openalex.org/works?filter=author.id:A5102167637,20.0,152.0,FR
béatrice mazoyer,https://openalex.org/A5090616863,Guillaume Plique,https://api.openalex.org/works?filter=author.id:A5090616863,5.0,36.0,
benjamin ooghe-tabanou,https://openalex.org/A5072544873,Mathieu Jacomy,https://api.openalex.org/works?filter=author.id:A5072544873,15.0,92.0,
hiroki yamashita,https://openalex.org/A5088043523,Shunichi Yamashita,https://api.openalex.org/works?filter=author.id:A5088043523,79.0,1064.0,JP
amal labbouz,https://openalex.org/A5052432924,Amal Labbouz,https://api.openalex.org/works?filter=author.id:A5052432924,0.0,1.0,DE
david borukhson,https://openalex.org/A5081392022,David Borukhson,https://api.openalex.org/works?filter=author.id:A5081392022,2.0,6.0,
jonas fegert,https://openalex.org/A5001365039,Jonas Fegert,https://api.openalex.org/works?filter=author.id:A5001365039,5.0,35.0,DE
christof weinhardt,https://openalex.org/A5021007726,Christof Weinhardt,https://api.openalex.org/works?filter=author.id:A5021007726,46.0,658.0,DE
cristian jara-figueroa,https://openalex.org/A5038895553,Cristian Jara-Figueroa,https://api.openalex.org/works?filter=author.id:A5038895553,9.0,41.0,
nikolaos nakis,https://openalex.org/A5018195808,Nikolaos Nakis,https://api.openalex.org/works?filter=author.id:A5018195808,3.0,16.0,FR
chrysoula kosma,https://openalex.org/A5013281995,Chrysoula Kosma,https://api.openalex.org/works?filter=author.id:A5013281995,2.0,9.0,FR
giannis nikolentzos,https://openalex.org/A5011742954,Giannis Nikolentzos,https://api.openalex.org/works?filter=author.id:A5011742954,15.0,73.0,
michail chatzianastasis,https://openalex.org/A5057695979,Michalis Vazirgiannis,https://api.openalex.org/works?filter=author.id:A5057695979,46.0,362.0,FR
iakovos evdaimon,https://openalex.org/A5056878670,Iakovos Evdaimon,https://api.openalex.org/works?filter=author.id:A5056878670,2.0,9.0,FR
michalis vazirgiannis,https://openalex.org/A5057695979,Michalis Vazirgiannis,https://api.openalex.org/works?filter=author.id:A5057695979,46.0,362.0,FR
shouji fujimoto,https://openalex.org/A5078049762,Shouji Fujimoto,https://api.openalex.org/works?filter=author.id:A5078049762,10.0,61.0,JP
atushi ishikawa,https://openalex.org/A5001097474,Atushi Ishikawa,https://api.openalex.org/works?filter=author.id:A5001097474,12.0,103.0,
takayuki mizuno,https://openalex.org/A5010318820,Takayuki Mizuno,https://api.openalex.org/works?filter=author.id:A5010318820,31.0,227.0,JP
andrew renninger,https://openalex.org/A5012236452,Andrew Renninger,https://api.openalex.org/works?filter=author.id:A5012236452,3.0,20.0,GB
cesar marin-flores,https://openalex.org/A5118958020,Cesar Marín-Flores,https://api.openalex.org/works?filter=author.id:A5118958020,0.0,1.0,
leo ferres,https://openalex.org/A5029805143,Leo Ferres,https://api.openalex.org/works?filter=author.id:A5029805143,17.0,92.0,CL
